fips,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,hud_area_code,hud_area_name,countyname,pop,state_alpha,metro
2500721150,1599,1733,1976,2458,2791,25,NCNTY25007N25007,"Dukes County, MA",Dukes County,4290,MA,0
2500726325,1599,1733,1976,2458,2791,25,NCNTY25007N25007,"Dukes County, MA",Dukes County,35,MA,0
2500750390,1599,1733,1976,2458,2791,25,NCNTY25007N25007,"Dukes County, MA",Dukes County,4675,MA,0
2500769940,1599,1733,1976,2458,2791,25,NCNTY25007N25007,"Dukes County, MA",Dukes County,4100,MA,0
2500778235,1599,1733,1976,2458,2791,25,NCNTY25007N25007,"Dukes County, MA",Dukes County,2415,MA,0
2500901260,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,17220,MA,1
2500901465,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,35375,MA,1
2500905595,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,41430,MA,1
2500907420,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,8230,MA,1
2500916250,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,27525,MA,1
2500921850,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,3685,MA,1
2500925625,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,8570,MA,1
2500926150,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,29860,MA,1
2500927620,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,6695,MA,1
2500927900,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,7990,MA,1
2500929405,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,62945,MA,1
2500932310,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,13810,MA,1
2500934550,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,79495,MA,1
2500937490,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,93070,MA,1
2500937560,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,12730,MA,1
2500937995,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,5325,MA,1
2500938400,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,20395,MA,1
2500940430,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,6750,MA,1
2500940710,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,49575,MA,1
2500941095,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,9655,MA,1
2500943580,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,3490,MA,1
2500945175,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,6965,MA,1
2500945245,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,17890,MA,1
2500946365,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,30170,MA,1
2500952490,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,52610,MA,1
2500957880,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,7185,MA,1
2500958405,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,6230,MA,1
2500959105,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,43145,MA,1
2500959245,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,9020,MA,1
2500960015,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,28035,MA,1
2500968645,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,14565,MA,1
2500970150,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,6495,MA,1
2500974595,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex County,5180,MA,1
2500977150,984,1148,1474,1833,1999,25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Essex County,4545,MA,1
2501102095,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1600,MA,0
2501105560,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,2190,MA,0
2501109595,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1925,MA,0
2501112505,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1110,MA,0
2501114885,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1630,MA,0
2501115200,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1800,MA,0
2501116670,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,5050,MA,0
2501121780,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1840,MA,0
2501125730,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1605,MA,0
2501127100,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,17475,MA,0
2501129475,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,425,MA,0
2501129650,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,770,MA,0
2501135180,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1995,MA,0
2501135285,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,675,MA,0
2501142040,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,85,MA,0
2501142285,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,8310,MA,0
2501145490,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1020,MA,0
2501147835,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,3010,MA,0
2501151265,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,7705,MA,0
2501158335,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,400,MA,0
2501161135,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1935,MA,0
2501161905,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1750,MA,0
2501168400,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,3660,MA,0
2501173265,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,750,MA,0
2501174525,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,865,MA,0
2501179110,886,972,1245,1653,1781,25,NCNTY25011N25011,"Franklin County, MA HUD Nonmetro FMR Area",Franklin County,1340,MA,0
2501300840,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,28750,MA,1
2501306085,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,1260,MA,1
2501308470,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,3725,MA,1
2501313485,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,1530,MA,1
2501313660,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,55780,MA,1
2501319645,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,16155,MA,1
2501326675,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,1660,MA,1
2501328075,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,5195,MA,1
2501330665,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,2510,MA,1
2501330840,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,40360,MA,1
2501336300,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,15875,MA,1
2501337175,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,21330,MA,1
2501342145,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,8805,MA,1
2501342530,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,800,MA,1
2501352144,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,12235,MA,1
2501358650,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,1330,MA,1
2501365825,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,9710,MA,1
2501367000,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,154615,MA,1
2501370045,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,665,MA,1
2501372390,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,2010,MA,1
2501376030,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,41665,MA,1
2501377890,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,28670,MA,1
2501379740,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampden County,14555,MA,1
2501501325,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,39880,MA,1
2501504825,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,14905,MA,1
2501513590,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,1305,MA,1
2501516040,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,860,MA,1
2501519370,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,16050,MA,1
2501526290,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,1095,MA,1
2501526535,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,6320,MA,1
2501527690,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,5300,MA,1
2501529265,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,3305,MA,1
2501531785,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,1975,MA,1
2501540990,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,465,MA,1
2501546330,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,28550,MA,1
2501552560,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,1275,MA,1
2501554030,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,670,MA,1
2501562745,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,6090,MA,1
2501564145,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,17735,MA,1
2501572880,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,9865,MA,1
2501576380,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,1820,MA,1
2501579915,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,2480,MA,1
2501582175,745,891,1129,1404,1648,25,METRO44140M44140,"Springfield, MA MSA",Hampshire County,1255,MA,1
2501700380,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,23455,MA,1
2501701605,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,44990,MA,1
2501701955,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,3195,MA,1
2501702130,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,17480,MA,1
2501703005,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,8015,MA,1
2501704615,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,14105,MA,1
2501705070,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,25965,MA,1
2501705805,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,42790,MA,1
2501707350,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,5545,MA,1
2501709840,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,26105,MA,1
2501711000,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,110895,MA,1
2501711525,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,5160,MA,1
2501713135,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,35065,MA,1
2501715060,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,19355,MA,1
2501717475,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,31115,MA,1
2501717825,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,3335,MA,1
2501721990,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,45210,MA,1
2501724925,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,71230,MA,1
2501727480,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,11280,MA,1
2501730700,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,14480,MA,1
2501731085,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,16720,MA,1
2501731540,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,19845,MA,1
2501735215,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,33340,MA,1
2501735425,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,6695,MA,1
2501735950,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,9755,MA,1
2501737000,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,110965,MA,1
2501737875,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,61210,MA,1
2501738715,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,39770,MA,1
2501739625,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,10560,MA,1
2501739835,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,57700,MA,1
2501740115,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,28130,MA,1
2501743895,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,35955,MA,1
2501745560,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,88480,MA,1
2501748955,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,15600,MA,1
2501752805,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,12050,MA,1
2501756130,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,25770,MA,1
2501761380,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,4300,MA,1
2501761590,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,7570,MA,1
2501762535,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,79985,MA,1
2501767665,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,21965,MA,1
2501768050,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,7060,MA,1
2501768260,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,18695,MA,1
2501769415,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,30665,MA,1
2501770360,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,9420,MA,1
2501771025,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,12230,MA,1
2501772215,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,26825,MA,1
2501772600,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,62830,MA,1
2501773440,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,34555,MA,1
2501773790,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,13700,MA,1
2501776135,1067,1193,1547,1924,2098,25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",Middlesex County,24085,MA,1
2501777255,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,12025,MA,1
2501780230,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,23540,MA,1
2501780510,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,22580,MA,1
2501781035,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middlesex County,39500,MA,1
2501943790,1335,1761,2023,2733,2743,25,NCNTY25019N25019,"Nantucket County, MA",Nantucket County,10910,MA,0
2502102935,1029,1184,1560,1971,2292,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",Norfolk County,4470,MA,1
2502104930,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,16930,MA,1
2502107740,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,37080,MA,1
2502109175,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,59245,MA,1
2502111315,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,22830,MA,1
2502114640,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,8395,MA,1
2502116495,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,25375,MA,1
2502117405,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,5920,MA,1
2502124820,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,17450,MA,1
2502125172,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,32845,MA,1
2502130455,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,11030,MA,1
2502139765,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,12610,MA,1
2502139975,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,13160,MA,1
2502141515,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,8145,MA,1
2502141690,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,27525,MA,1
2502144105,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,30430,MA,1
2502146050,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,11670,MA,1
2502150250,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,29120,MA,1
2502154100,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,9000,MA,1
2502155745,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,93825,MA,1
2502155955,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,33705,MA,1
2502160785,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,18245,MA,1
2502167945,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,28340,MA,1
2502172495,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,24960,MA,1
2502174175,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,29005,MA,1
2502178690,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,15595,MA,1
2502178972,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,55890,MA,1
2502182315,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Norfolk County,11595,MA,1
2502300170,1029,1184,1560,1971,2292,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",Plymouth County,16275,MA,1
2502308085,1029,1184,1560,1971,2292,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",Plymouth County,27435,MA,1
2502309000,1029,1184,1560,1971,2292,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",Plymouth County,95160,MA,1
2502311665,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,11615,MA,1
2502317895,1742,1924,2336,2906,3168,25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth County,15570,MA,1
2502318455,1029,1184,1560,1971,2292,25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",Plymouth County,14300,MA,1
